Nº MPAL;ÁREA DE GOBIERNO;DIRECCIÓN GENERAL O SERVICIO DE ADSCRIPCIÓN;TIPO DE USO;TIPO VEHICULO;RELACIÓN CONTRACTUAL;ENERGÍA/COMBUSTIBLE;CATEGORIA_ELECTRICO;DISTINTIVO;CLAS_INDUSTRIA;CATEG_HOMOLOGACION_UE
7602;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
7600;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
7610;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
2806;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;FURGONETA;CEDIDO A;DIESEL;;Sin distintivo;3113;N1
3152;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3e-A3
7618;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
2113;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;DIESEL;;B;1000;M1
7601;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
1053;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;TURISMO;RENTING;DIESEL;;B;1000;M1
7603;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
7604;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
1702;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL;;C;2420;N1G
7605;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
1701;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL;;C;2520;N2G
7617;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
7606;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
7619;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
7616;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
7615;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
7607;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
7608;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
7614;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
7611;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
7612;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
7613;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
175;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;D.G. EDIFICACION;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;BEV;CERO;1000;M1
3705;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3E
6802;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3E
6813;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3E
6800;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3E
6809;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3E
6811;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3E
2932;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;CAMIÓN;PROPIEDAD;DIESEL;;Sin distintivo;2111;N2
2931;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;CAMIÓN;PROPIEDAD;DIESEL;;Sin distintivo;2111;N2
6806;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3E
6803;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3E
1722;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;CAMIÓN;RENTING;DIESEL;;C;2546;N2G
6807;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3E
6808;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3E
6805;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3E
1055;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;TURISMO;RENTING;DIESEL;;B;1000;M1
6804;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3E
6814;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3E
6810;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3E
3429;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;B;400;L3e
8827;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;TURISMO;PROPIEDAD;DIESEL;;B;1033;M1
2111;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;DIESEL;;B;1000;M1
1056;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;TURISMO;RENTING;DIESEL;;B;1000;M1
3381;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3E
4519;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
4511;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
8826;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;TURISMO;PROPIEDAD;DIESEL;;B;1033;M1
1057;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;TURISMO;RENTING;DIESEL;;B;1000;M1
4504;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
336;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;OFICINA DE LA PRESIDENCIA DEL PLENO;ADMINISTRATIVO;FURGONETA;PROPIEDAD;ELÉCTRICO;BEV;CERO;3100;N1
4525;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
4532;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
4507;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
4514;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
7501;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
4526;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
4501;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
4502;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
7698;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;DIESEL;;C;1000;M1
4506;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
4509;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
337;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;S.G.T. COORDINACION GENERAL DE LA ALCALDIA;ADMINISTRATIVO;FURGONETA;PROPIEDAD;ELÉCTRICO;BEV;CERO;3100;N1
4522;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
4523;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
4512;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
4531;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
4518;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
1058;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;TURISMO;RENTING;DIESEL;;B;1000;M1
4520;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
4510;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
7502;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
4500;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
4524;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
3382;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3E
1060;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;TURISMO;RENTING;DIESEL;;B;1000;M1
4513;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN BASURA;CEDIDO A;GAS NATURAL COMPRIMIDO;;ECO;2255;N3
3440;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;B;400;L3e
3442;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;B;400;L3e
7503;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
1061;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;TURISMO;RENTING;DIESEL;;B;1000;M1
8956;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;B;400;L3e
2200;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;ELÉCTRICO;BEV;CERO;1000;M1
2201;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;ELÉCTRICO;BEV;CERO;1000;M1
3383;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3E
7504;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
7505;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
3706;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3E
4081;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
1062;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;TURISMO;RENTING;DIESEL;;B;1000;M1
3744;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3E
3745;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3E
3746;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3E
7506;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
4082;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
3384;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;C;400;L3E
7011;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
4083;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
4084;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
4085;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
4086;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
7057;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
7508;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
7028;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
7509;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
3988;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;B;400;L3e
7025;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
3987;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;B;400;L3e
2;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;OFICINA DE LA PRESIDENCIA DEL PLENO;REPRESENTACIÓN;TURISMO;RENTING;ELÉCTRICO/GASOLINA;PHEV;CERO;1000;M1
3;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;OFICINA DE LA PRESIDENCIA DEL PLENO;REPRESENTACIÓN;TURISMO;RENTING;ELÉCTRICO/GASOLINA;PHEV;CERO;1000;M1
4;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;OFICINA DE LA PRESIDENCIA DEL PLENO;REPRESENTACIÓN;TURISMO;RENTING;ELÉCTRICO/GASOLINA;PHEV;CERO;1000;M1
5;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;OFICINA DE LA PRESIDENCIA DEL PLENO;REPRESENTACIÓN;TURISMO;RENTING;ELÉCTRICO/GASOLINA;PHEV;CERO;1000;M1
6;AREA DE GOBIERNO DE HACIENDA Y PERSONAL;OFICINA DE LA PRESIDENCIA DEL PLENO;REPRESENTACIÓN;TURISMO;RENTING;ELÉCTRICO/GASOLINA;PHEV;CERO;1000;M1
7034;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;HEV;ECO;1000;M1
3989;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;B;400;L3e
2998;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL;;Sin distintivo;2452;N1
7511;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
7512;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
7510;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING;GASOLINA;HEV;ECO;1000;M1
1349;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;CAMIÓN;RENTING;DIESEL;;C;2246;N3
3983;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;;B;400;L3e
1352;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCION CIVIL;OPERATIVO;CAMIÓN;RENTING;DIESEL;;C;2246;N3
